Height,Images,SuitableZone,GrowingSeason,BotanicName,Herkunft,Family,Location,HumidityRequirement,Benefit,Name,Notes,FlowerColor,Soil,Usability,FloweringPeriod
bis ca. 150cm,,Pufferzone,mehrjährig,Aconitum napellus,heimisch,Ranunculaceae - Hahnenfußgewächse,"Sonnig, Halbschatten",frisch - feucht,"Hummeln, Schwebfliegen, Käfer Raupen",Blauer Eisenhut,"Diese heimische Staude kann eine Höhe von bis zu 150 cm erreichen. Vorraussetzung dafür ist ein humoser, frischer bis feuchter Boden in sonniger bis halbschattiger Lage. Wer diese Pflanze in seinen Hortus pflanzt, sollte unbedingt folgendes berücksichtigen: Der Blaue Eisenhut zählt zu den giftigsten Pflanzen Mitteleuropas !!!  Schon wenige Gramm können für den Menschen tödlich sein. Man sollte daher darauf achten, den Blauen Eisenhut so anzupflanzen, dass er von Außenstehenden nicht zu erreichen ist (also nicht an Grundstücksgrenzen oder Zugangswegen zum Haus usw.). Und selbstverständlich gehört diese Pflanze auf keinen Fall in einen Garten/Hortus, der für Kinder zugänglich ist! Auch der medizinische/homöopathische Einsatz von Blauem Eisenhut gehört ausschließlich in den Bereich von gut ausgebildeten Fachärzten. Wer die Möglichkeit hat, den Blauen Eisenhut anzupflanzen, wird zwischen Juni und August mit einer wunderschönen lilafarbenen Blütenpracht belohnt, die vielen Insekten als Nahrungsquelle dient. Auch verschiedene Schmetterlingsraupen nutzen den Blauen Eisenhut als Futterpflanze.",lila,humos,Hoch giftig! Gehört zu den giftigsten Pflanzen Mitteleuropas !!!,Juni bis August
ca. 15cm,['https://hortus-netzwerk.de/wp-content/uploads/2018/09/IMG_5627-300x225.jpg'],Pufferzone,Zwiebelgewächs,Crocus tommasinianus,"Osteuropa, seit Jahrhunderten eingebürgert.",Schwertliliengewächse (Iridaceae),"Sonne, Halbschatten",frisch,"Frühblüher Bienen, Hummeln",Elfen-Krokus,"Der Elfen-Krokus gehört zu den Botanischen Krokussen, die auch als Wildkrokusse bezeichnet werden. Botanische Krokusse haben kleinere Knollen und Blüten als die gezüchteten Gartenkrokusse und bilden im Laufe der Jahre große Horste. Meist blühen die Wildkrokusse etwas früher und mit kleineren Blüten als die Gartenkrokusse und sind sehr gut zur Verwilderung geeignet. Neben dem Crocus tommasinianus gehören die Sorten Crocus chrysanthus oder Crocus vernus ssp. vernus zu den verbreitetsten Botanischen Krokussen.  Der Elfen-Krokus stammt ursprünglich aus dem osteuropäischen Raum und ist schon sehr lange in ganz West- und Mitteleuropa eingebürgert. Er wird bis zu ca. 15 cm hoch und bevorzugt humosen und kalkreichen Boden. Seine lilafarbenen Blüten zeigt der Elfen-Krokus ab Ende Februar/Anfang März. Das macht den Frühblüher zu einem wichtigen Nahrungslieferanten für die ersten Hummel- und Bienenarten des Jahres. ",lila,humos,,Februar bis März
bis ca. 20cm,"['https://hortus-netzwerk.de/wp-content/uploads/2018/09/Huflattich-Tussilago-Blatt-und-Blüte-300x225.jpg', 'https://hortus-netzwerk.de/wp-content/uploads/2018/09/Huflattich-Tussilago-Blatt-nach-Blüte-300x225.jpg']","Magerzone, Sumpfzone",mehrjährig,Tussilago farfara,heimisch,Asteraceae - Korbblütengewächse,sonnig,trocken - frisch - feucht -  nass,"Frühe Nektarpflanze, Bienen, Käfer, Schwebfliegen Mind. 3 Raupenarten",Huflattich,ausläuferbildend,gelb,"mager, gerne Staunässe",Heilpflanze,Februar bis April
bis ca. 6m,['https://hortus-netzwerk.de/wp-content/uploads/2021/06/Sanddorn-225x300.jpg'],Pufferzone,Gehölz,Hippophae rhamnoides,heimisch,Elaeagnaceae - Ölweidengewächse,"Sonne, Halbschatten",trocken - frisch,"Vögel, Vogelschutzgehölz",Sanddorn,"Das heimische Wildgehölz besteht aus männlichen und weiblichen Pflanzen, wobei nur die weiblichen Früchte tragen. Der Sanddorn hat einen unregelmäßigen, sperrigen Wuchs und kann eine Höhe von bis zu 6m und eine Breite von ca. 3m erreichen. Der Boden sollte mager bis humos und nicht zu nass sein, an sonnigen und halbschattigen Standorten gedeiht er am besten. Je nach Witterung bilden sich bereits ab Ende März rötlichbraune Blüten, die für die frühfliegenden Insekten eine wichtige Nahrungsquelle darstellen. Ab ca. August erscheinen dann die orangefarbenen Früchte, die viel Vitamin C enthalten und für allerlei Rezepte in der Küche verwendet werden können. Belässt man einen Teil der Früchte am Gehölz, bietet man den Vögeln eine wichtige Winternahrung.",rötlich/braun,mager - humos,Die Beeren sind essbar,März bis Mai
bis ca. 100cm,,Pufferzone,zweijährig,"Alliaria petiolata, Alliaria officinales",heimisch,Brassicaceae - Kreuzblütengewächse,"Halbschatten, Schatten",feucht,"Bienen, Schwebfliegen Käfer, Fliegen Schmetterlinge Mehr als 5 Raupenarten",Knoblauchsrauke,"Die Knoblauchsrauke ist eine heimische zweijährige Pflanze, die eine Höhe von bis zu 100 cm erreichen kann. Ein nährstoffreicher, feuchter Boden in halbschattiger bis schattiger Lage ist Vorraussetzung für ein gutes Wachstum. Zwischen April und Juni werden die weißen Blüten der Knoblauchsrauke von zahlreichen Insekten angeflogen, darunter auch Schwebfliegen, Fliegen und verschiedene Käferarten. Auch als Raupenfutter wird sie von mehreren Schmetterlingsarten angenommen. Die Knoblauchsrauke ist eines der ältesten Würz- und Heilkräuter der Menschheit, Archäologen fanden Spuren der Pflanze an bis zu 5000 - 6000 Jahre altem Ausgrabungsmaterial. Auch heute noch wird die Knoblauchsrauke als Wildkraut z.B. für Salate, Pesto oder Eierspeisen verwendet und findet auch in der Naturheilkunde Anwendung.",weiß,nährstoffreich,"Essbar (Salat, Pesto)",April bis Juni
bis ca. 50 cm,['https://hortus-netzwerk.de/wp-content/uploads/2018/09/baerlauch-300x225.jpg'],Pufferzone,mehrjährig,Allium ursinum,heimisch,Alliacaea - Zwiebelgewächse,"Halbschatten, Schatten",feucht - nass,Nektar- und Pollenlieferant Schwebfliegen,"Bärlauch, Waldknoblauch","Der heimische Bärlauch gehört zu den Stauden und wird bis zu ca. 30 cm hoch. Seine Blätter ähneln denen von Maiglöckchen und Herbstzeitlosen, riechen aber nach Knoblauch, was eine Unterscheidung einfach macht. An seinen wunderschönen weißen Blüten kann man sich ab April erfreuen und Schwebfliegen sind dankbare Nutzer dieser Staude. Die Samen des Bärlauchs sind Kaltkeimer, sie keimen also nur, wenn sie Frost abbekommen haben. Das kann durchaus zwei Jahre dauern. Wer es einfacher haben möchte, kann die Pflanzen leicht im Handel erwerben. Einmal im Hortus am richtigen Standort, vermehrt er sich im Laufe der Zeit stark über Zwiebeln. Und bitte nicht verzweifeln, wenn er scheinbar auf einmal weg ist. Seine Blätter ziehen im Sommer ein (das bedeutet, dass er oberirdisch abstirbt), aber im nächsten Frühling kommt er zurück.  Bärlauch ist kein Sonnenanbeter. Er mag es feucht, schattig und nährstoffreich, daher ist er perfekt für Unterpflanzungen von Hecken, Sträuchern und Bäumen geeignet. Geerntet wird direkt vor der Blüte, am besten aber nur wenige Blätter pro Pflanze, damit der Bärlauch genügend Energiereserven für den Neuaustrieb anlegen kann.  Die Verwendung von Bärlauchs in der Küche ähnelt der von Zwiebeln, Knoblauch oder Lauch. Er passt wunderbar zu Nudel- und Fleischgerichten. Wird er erhitzt, verliert er etwas an Schärfe und Aroma. Roh nutzt man die kleingehackten Blätter als Brotbelag, in Salaten und als Bestandteil von Kräutermischungen für Quark, Kräuterbutter, Dips oder Frischkäse. Darüber hinaus kann man mit Bärlauchblättern ein sehr leckeres Pesto zubereiten. Zum Trocknen ist Bärlauch nicht geeignet, er verliert sehr viel Aroma. Allerdings kann man ihn sehr gut einfrieren. Bärlauchsalz und Bärlauchöl sind weitere Alternativen.  In der Volksmedizin ist Bärlauch schon lange bekannt. Bereits die Germanen, Kelten und Römer nutzten seine heilende Wirkung. Auch heutzutage wird die Pflanze gern als Frühjahrskur verwendet, da ihr reinigende, harntreibende, blutdrucksenkende und antiseptische Eigenschaften zugeschrieben werden. Weiterhin soll sie appetitanregend wirken, die Verdauung fördern und Herzinfarkten und Schlaganfällen vorbeugen.",weiß,"humos, nährstoffreich, locker",Blüten und Blätter sind essbar. Gewürzkraut,Mai bis Juni
bis ca. 150cm,"['https://hortus-netzwerk.de/wp-content/uploads/2018/09/Tollkirsche2018_01-300x225.jpg', 'https://hortus-netzwerk.de/wp-content/uploads/2018/09/Tollkirsche2018_03-300x225.jpg']",Pufferzone,mehrjährig,Atropa belladonna,heimisch,Solanaceae - Nachtschattengewächse,"Sonne, Halbschatten",frisch - feucht,"Bienen, Hummeln Mehr als 5 Raupenarten Vögel (Samen dienen als Futter)","Tollkirsche, Schwarze Tollkirsche",,violett/braun,"humos, kalkhaltig",Beeren hoch giftig! Der Verzehr kann tödlich sein!,Juni bis August
bis ca. 150cm,['https://hortus-netzwerk.de/wp-content/uploads/2018/09/UNADJUSTEDNONRAW_thumb_3c0c-300x225.jpg'],Magerzone,zweijährig,Cirsium vulgare,heimisch,Asteraceae - Korbblütengewächse,Sonne,trocken,"Nektar- und Pollenlieferant,  Raupenfutter,  Vogelnahrung (Samen)",Gewöhnliche Kratzdistel,"Die heimische Gewöhnliche Kratzdistel wird bis zu ca. 150 cm hoch und gedeiht am Besten auf mageren, sonnigen und trockenen Standorten. Die zweijährige Pflanze blüht ab Juni und ihre lilafarbenen Blüten ziehen viele Insekten an. Die Gewöhnliche Kratzdistel sät sich zuverlässig selbst aus und die Nachzucht aus den Samen ist einfach.  Eng gepflanzt wird die Gewöhnliche Kratzdistel zu einer nur sehr schwer zu überwindenden Barriere für Beutegreifer und eignet sich daher sehr gut als Schutzpflanze. Die Samen werden von Vögeln im Winter als Futterquelle genutzt.",violett,mager,,Juni bis September
ca. 40-200 cm,['https://hortus-netzwerk.de/wp-content/uploads/2018/09/Fenchel-300x225.jpg'],Ertragszone,zwei- bis mehrjährig,Foeniculum vulgare,"Südeuropa, eingebürgert im Mittelalter",Apiaceae - Doldengewächse,Sonne,frisch - feucht,"Nektar- und Pollenlieferant, Raupenfutter",Fenchel,"Ursprünglich aus Südeuropa und Nordafrika stammend, ist Fenschel bei uns schon seit dem Mittelalter eingebürgert. Die bis zu 200 cm hohe, zwei- bis mehrjährige Pflanze wächst am besten in nährstoffreichem, frischem bis feuchtem Boden in sonniger Lage. Fenchel ist eine überaus nützliche Pflanze, dienst sie doch als Nektar- und Pollenlieferant und ist eine begehrte Raupenfutterpflanze. Auch der Mensch profitiert schon seit der Antike vom Fenchel, denn er enthält neben ätherischen Ölen viele Vitamine und Mineralstoffe. In der Heilkunde wird Fenchel als Hustenmittel und bei Verdauungsproblemen genutzt.",gelb,nährstoffreich,"essbar, Gemüse- und Heilpflanze",Juli bis August
bis ca. 80cm,"['https://hortus-netzwerk.de/wp-content/uploads/2018/09/Akelei-300x225.jpg', 'https://hortus-netzwerk.de/wp-content/uploads/2021/01/IMG_7182.jpg']",Pufferzone,mehrjährig,Aquilegia vulgaris,heimisch,Ranunculaceae - Hahnenfußgewächse,"Sonne, Halbschatten, Schatten",frisch - feucht,Insekten mit langem Rüssel (z.B. Hummeln),Akelei,"Die Akelei ist eine mehrjährige heimische Staude, die vielerorts zu finden ist und bis zu 80 cm hoch werden kann. Sie wächst auf humosem Boden, der frisch bis feucht sein sollte. Von Sonne bis Schatten ist dieser Pflanze alles recht. Zwischen Mai und Juli blüht die Akelei in zahlreichen Farben, deren Spektrum von weiß über helle, kräftige oder dunkle Rot- und Blautöne bis hin zu fast schwarzen Varianten reicht. Die Akelei wird sehr gut von Insekten mit langem Rüssel wie z.B. Hummeln und Schmetterlingen angeflogen und ist ein schöner und zugleich nützlicher Blickfang für jeden Hortus.","weiß, Rot- und Blautöne, annähernd schwarz",humos,,Mai bis Juli
bis ca. 40cm,"['https://hortus-netzwerk.de/wp-content/uploads/2018/09/schnittlauch02-300x225.jpg', 'https://hortus-netzwerk.de/wp-content/uploads/2018/09/IMG_4902-300x225.jpg']","Ertragszone, Sumpfzone",mehrjährig,Allium schoenoprasum,heimisch,Alliaceae - Zwiebelgewächse,"Sonne, Halbschatten",feucht,"Hummeln, Wildbienen",Schnittlauch,"Schnittlauch gehört zu den mehrjährigen Pflanzen und wird - je nach Sorte - bis zu 40 cm hoch. Ab Mai/Juni entwickeln sich große violette Blüten, die eifrig von Insekten besucht werden. Ab Februar/März kann der Kaltkeimer ausgesät werden, leichte Fröste schaden den Jungpflanzen nicht. Sein Standort sollte sonnig bis halbschattig sein. Schnittlauch mag es nährstoffreich und feucht, in der Natur findet man ihn gerne in der Nähe von Seeufern oder Feuchtwiesen. Staunässe behagt ihm aber nicht. Schnittlauch kann in einer schmalen Reihe an Beeträndern angepflanzt werden. Die filigranen Halme sind mit und ohne Blüten äußerst dekorativ.  Schnittlauch ist ein vielseitig verwendetes Küchenkraut. Beim Kochen verliert er allerdings sehr viel von seinem Aroma. Man bestreut also besser das fertige Gericht am Schluss mit kleingeschnittenen Schnittlauchröllchen. Salate, Suppen, Eier- und Kartoffelspeisen, Quark, Dips, Mayonnaise, Kräuterbutter ... die Verwendungsmöglichkeiten sind unendlich. Nicht zu vergessen das einfache Butterbrot mit Schnittlauch, das nicht nur bei der bayrischen Brotzeit geschätzt wird. Die Blüten sind essbar und setzen farbige Akzente in Salaten, Kräuterbutter & Co. Ihr Geschmack ist scharf und zwiebelig.  Zum Trocknen ist Schnittlauch nicht gut geeignet, er verliert nahezu sein gesamtes Aroma. Besser ist es, ihn einzufrieren. Geernteten Schnittlauch sollte man nicht in wassergefüllten Gefäßen lagern, sondern in ein feuchtes Tuch gewickelt im Kühlschrank aufbewahren.  Die Herkunft des Schnittlauchs ist noch nicht eindeutig geklärt, in Frage kommen wahrscheinlich die Alpen, das Mittelmeergebiet oder auch Sibirien. Wie auch immer, im Gegensatz zu heute war Schnittlauch in der Antike und im Mittelalter ein anerkanntes Heilkraut bei Hämorrhoiden oder Nasenbeschwerden. In unserer Zeit werden ihm positive Eigenschaften bei Appetitlosigkeit, Völlegefühl, Blasenschwäche und Hämorrhoiden zugeschrieben. Allerdings wurden wirkungsvollere Heilpflanzen entdeckt, so dass Schnittlauch kaum mehr als Heilkraut in Erscheinung tritt.",violett,"humos, nährstoffreich","Kraut und Blüten essbar, Gewürzkraut",Mai bis August
ca. 20-30 cm,"['https://hortus-netzwerk.de/wp-content/uploads/2018/09/Rundblättrige-Glockenblume-Campanula-rotundifolia-300x225.jpg', 'https://hortus-netzwerk.de/wp-content/uploads/2018/09/Glockenblume-225x300.jpg']",Magerzone,mehrjährig,Campanula rotundifolia,heimisch,Campanulaceae - Glockenblumengewächse,Sonne,trocken,mehr als 10 Wildbienenarten,Rundblättrige Glockenblume,"Die Rundblättrige Glockenblume ist eine mehrjährige, heimische Staude. Sie wächst am besten auf trockenen, mageren Böden, die auch sauer sein dürfen. Der Standort sollte sonnig sein. Mit einer maximalen Höhe von ca. 30 cm ist diese Pflanze als Lückenfüller und für Randbepflanzungen gut geeignet. Zwischen Juni und September bildet die Rundblättrige Glockenblume blaue glockenförmige und nektarreiche Blüten, die von vielen Wildbienenarten, darunter der spezialisierten Glockenblumen-Scherenbiene, angeflogen werden. Auch andere Insekten nutzen das reichhaltige Nektarangebot.",blau,"mager, sauer",,Juni bis September
ca. 20 cm,"['https://hortus-netzwerk.de/wp-content/uploads/2021/01/IMG_1059.jpg', 'https://hortus-netzwerk.de/wp-content/uploads/2018/10/IMG_9615-300x225.jpg']",Magerzone,mehrjährig,Dianthus arenarius,heimisch,Caryophyllaceae - Nelkengewächse,Sonne,trocken,Nektarlieferant,Sandnelke,"Die Sandnelke ist eine mehrjährige, heimische Staude und gehört zu den Magerspezialisten. Der Boden sollte trocken, mager und sandig sein, der Standort sonnig. Diese Pflanze wird nur ca. 20 cm hoch und kann daher auch gut als Randeinfassung Verwendung finden. Zwischen Juli und September entwickelt die Sandnelke wunderschöne weiße Blüten und dient vielen Insekten als Nahrungsquelle.",weiß,"mager, sandig",,Juli - September
bis 150 cm,"['https://hortus-netzwerk.de/wp-content/uploads/2020/01/Silybum-marianum-300x212.jpg', 'https://hortus-netzwerk.de/wp-content/uploads/2018/09/mariendistel02-225x300.jpg']",Magerzone,ein- bis zweijährig,Silybum marianum,Südeuropa,Asteraceae - Korbblütengewächse,Sonne,trocken,"Bienen, Hummeln",Mariendistel,"Ursprünglich wohl aus dem Mittelmeerraum stammend, ist die Mariendistel bei uns schon seit Jahrhunderten bekannt und in manchen Gebieten Mitteleuropas verwildert anzutreffen. Die bis zu 150 cm große Pflanze mit den weiß gefleckten Blättern liebt trockene und sonnige Standorte auf magerem Boden.  Sie kann einen Durchmesser von durchaus 75 cm erreichen, man sollte also auf größere Pflanzabstände achten.  Je nach Witterung erscheinen die wunderschönen, lilafarbenen Blüten ab Mai und sind eine hervorragende Nektarquelle für Bienen und andere Insekten.  Durch den dichten, ausladenden Wuchs ist die Mariendistel hervorragend als Schutzpflanze für Kleintiere wie Eidechsen oder auch Vögel geeignet, zumal sie sehr dekorativ ist. Die Samen dieser ein- bis zweijährigen Distel sind leicht zu sammeln und die Aussaat gelingt meist problemlos.",violett,mager,Heilpflanze,Mai bis September
30 - 120 cm,['https://hortus-netzwerk.de/wp-content/uploads/2020/01/Senecio-jacobaea-300x225.jpg'],"Pufferzone, Magerzone",zweijährig,Senecio jacobaea,heimisch,Asteraceae - Korbblütengewächse,Sonne,trocken - frisch - feucht,"11 Wildbienenarten, Fledermäuse mehr als  10 Schmetterlinge Mehr als 5 Raupenarten ","Jakobs-Greiskraut, Jakobskreuzkraut","Das Jakobs-Greiskraut, auch Jakobs-Kreuzkraut (JKK) genannt, ist eine zweijährige, heimische Pflanze. Sie kann bis zu 120 cm hochwerden und ist nicht wählerisch, was ihren Standort betrifft. Sie wächst sowohl auf magerem als auch auf humosem Boden, von trocken bis feucht ist dieser Pflanze alles recht. Lediglich sonnig sollte der Standort sein.  Einmal angesiedelt, sät sich die Pflanze hervorragend selbst aus und verbreitet sich schnell. Das ist der Grund, warum das Jakobs-Greiskraut immer wieder für Streitigkeiten sorgt, denn für Pferde und Kühe ist diese Pflanze giftig. Andererseits ist sie eine wichtige Raupenfutterpflanze, der Blutbär zum Beispiel ist ein Spezialist, der auf Greiskräuter angewiesen ist. Um beiden Seiten gerecht zu werden, kann man das JKK zur Samenreife „köpfen“ und nur eine Pflanze ausreifen zu lassen. Diese produziert genug Samen für den Fortbestand und bei einem kleinen Kontroll-Spaziergang in der Nachbarschaft im Frühsommer kann man der Ausbreitung entgegenwirken. Zwischen Juni und Oktober entwickeln sich schöne gelbe Blüten, die von vielen Wildbienen und Schmetterlingen angeflogen werden. Fledermäuse profitieren vom Jakobs-Greiskraut, denn die Besucher der Pflanze dienen ihnen als Nahrung. Auch für den Menschen ist das JKK giftig, bei Kleinkindern ist also ein wenig Vorsicht geboten.",gelb,mager - humos,,Juni bis Oktober
